,Label,Msg
6592,spam,Who Are They? Test your comic knowledge: Snowy  Captain Haddock  and Professor Calculus are characters in which famous comic series? 1) Tintin 2) Tinkle 3) Nagraj ^1/2/3 Replies to Blyk on Aircel are always free. 
6593,spam,Guess? What is iCloud? 1) Intelligent Monsoon Clouds 2) Inflight Entertainment Device 3) Virtual Hard Disk  ^1/2/3 Reply within 24 hrs to get the answer.
6594,spam,Medicinal Plants - 2 There are certain plants that can enrich your life... Choose to know more about them: 1) Aloe Vera 2) Eucalyptus 3) Fenugreek ^1/2/3 All your replies to Blyk on AIrcel are free.
6595,spam,Home Workout No time for gym? Get fitter with home cardio exercises. 1) Cross Country Skiers 2) Mountain Climbers 3) Hopscotch Drill ^1/2/3 All your replies to Blyk on Aircel are free.
6596,spam,How Many Shades? See the attached video and tell us how many Fastrack sunglasses does the model change? Guess & win a pair. ^Your answer
6597,spam,New Shows! Two big entertainment shows to hit your TV screens this week! Choose the option you are more interested in: 1) Music 2) Dance ^1/2 Reply to get telecast details and show info.
6598,spam,Riders On The Storm Can Jenson Button catch up with Sebastian Vettel this season? ^Yes/No Reply within 24 hrs to get a video clip. 
6599,spam,Career Tip Do you often have the urge to cut or style yours or someone else s hair? ^Yes/No All your replies to Blyk on Aircel are free.
6600,spam,Live Concert! Them Clones  one of India's most promising rock music bands  are coming to play in your city  live! Want a clip of their brand new video and concert details? ^YES Reply within 24 hours to get a video 
6601,spam,New Game A classic game you used to play in your school notebooks is now on your mobile phone! Want more details? ^YES Reply to get a download link from Blyk on Aircel.
6602,spam,Hot or Not? What do you think  are drop crotch pants hot or not? ^H/N All your interactions with Blyk on Aircel are free
6603,spam,Deadly Widow! Which female spider eats it's mate? Choose from the option: 1) Slater-eating 2) Black Widow 3) Tarantula ^1/2/3 All your replies to Blyk on Aircel are free. 
6604,spam,Who's Hotter? Which actor from the forthcoming film 'Zindagi Na Milegi Dobara' do you think is the hottest? 1) Farhan Akhtar 2) Hrithik Roshan 3) Abhay Deol ^1/2/3 Reply to this Blyk-O-Poll to find out who gets the most votes!
6605,spam,Nail Talk Want to know the secret of healthy  strong & shiny nails? ^Yes/No Reply within 24 hrs to get nail care tips.
6606,spam,New Music! The latest  hottest dance music album  'Ultimate Dance 2011'  has released! Want a sample? ^YES Reply to get a music clip. Replies to Blyk on Aircel are always free.
6607,spam,Chikni Chameli Who s the item girl in the song  Chikni Chameli  from Agneepath? 1) Kareena 2) Katrina 3) Malaika ^1/ 2/ 3 Reply within 24 hrs to know who Chikni Chameli is.
6608,spam,Eco-Protectors Want to play a part in saving the environment? ^Yes/No Reply within 24hrs to learn how to save energy while using computers.
6609,spam,Crisp Or Chilled? Refresh your taste buds with healthy and delicious fruit recipes! Choose the one you want to try: 1) Strawberry Crisp 2) Chilled Oranges ^1/2
6610,spam,Window-Pains For Prior? Matt Prior smashed a window because he was run-out! Want to know more? ^Yes/No All your replies to Blyk on Aircel are free.
6611,spam,X-Effects! Cool special effects and make-up in the new film  'XMen: First Class'! Choose a mutant character to see what they look like  after they transform: 1) Mystique 2) Beast 3) Azazel 4) Emma Frost ^1/2/3/4 Reply within 24 hours to get a photo. 
6612,spam,Fair Play? Should Shahid Afridi be allowed to play in county cricket? ^Yes/No Reply within 24 hrs to get a video. 
6613,spam,Event Alert! Harley Rock Riders comes to Delhi  tonight! Want to know more? ^Yes Reply within 24 hrs for more info.
6614,spam,Medicinal Plants - 1 There are certain plants that can enrich your life... Choose to know more about them: 1) Tulsi 2) Neem ^1/2 All your replies to Blyk on AIrcel are free.
6615,spam,H-D Musical Event Can you guess the name of Harley-Davidson's Mega Music event in India? 1) Rock Riders 2) Roadies 3) Indian Idol ^1/2/3 Reply within 24 hrs to get a video.
6616,spam,The Rockstar! Which Salman do you like the most? Choose from the options: 1) Tere Naam 2) Veer 3) Dabangg ^1/2/3 All your interactions with Blyk on Aircel are free.
6617,spam,King Of Clay Is Rafael Nadal the greatest clay court player? ^Yes/No Reply within 24 hrs to get a video. 
6618,spam,Video - Spanish GP Sebastian Vettel won the Spanish GP on Sunday. How many wins does he have this F1 season? 1) Three 2) Four 3) Five ^1/2/3 Reply within 24 hrs to get a video of his win.
6619,spam,ZIG TECH & other new Shoes for men and women.New Range of Track suits   Sweaters & sweatshirts @ Reebok Store   The Arcade   Kazi road.
6620,spam,Your wait is over! Releasing limited Golf Plots on X-way Noida by reputed developer. 150Sq yd onward. For priority booking.  sms WA to 56677.
6621,spam,www.FullOnSms.com is here!- Save ur mobile BILLS- Send & Schedule UNLIMITED sms for FREE- Also Send DIWALI greetings & watch VIDEOS.All this for FREE
6622,spam,Rs444 ka Full talktime Rs444 ke recharge pe! Talktime validity-30din   sabhi calls ke liye manya. Balance ke liye call keejiye *123*5#(muft). Offer 07-Feb-10 tak
6623,spam,Rs444 ka Full talktime Rs444 ke recharge pe! Talktime validity-30din   sabhi calls ke liye manya. Balance ke liye call keejiye *123*5#(muft). Offer 15-Jan-10 tak
6624,spam,Rs350 mein Rs350 ka talktime! Rs317.32 ka talktime aseemit samay aur Rs32.68 ka STD talktime 30 din ke liye manya. STD balance jaaniye *123*2#(toll-free) par.
6625,spam,Rs34 ka talktime Rs17 mein. Paayein Rs13.41 recharge karte hi aur baki Rs20.59 recharge ke  48 ghante mein. Offer ek  recharge ke liye   sirf aaj ke liye manya.
6626,spam,Rs33 ke EasyCharge par paayein Rs27.92 turant+Rs38.08 ka talktime 48 ghante mein+100 local airtel mins 30din ke liye. Offer ek recharge pe  aaj ke liye manya.
6627,spam,Rs33 ke EasyCharge par paayein Rs27.92 turant+Rs38.08 ka talktime 48 ghante mein+100 local airtel mins 30din ke liye. Offer ek recharge pe   aaj ke liye manya.
6628,spam,Rs3000 off on treatment for Hairloss  Skin diseases  Asthma  Allergies  Obesity etc.Homeopathy @ Dr.Batras assures Safe cure. sms CURE to 58888 fr an appointment
6629,spam,Mobile Gaming This football game needs fast fingers  not feet to play! Are you ready? ^Yes/No Replies to Blyk on Aircel are always free.
6630,spam,Rs299ke recharge par full talktime! Recharge par Rs271.07 aur Rs 27.93 ka talktime 48 ghante mein. Talktime 20 din ke liye calls par manya. Offer 23-Feb-11 tak.
6631,spam,Rs275 ka Full Talktime Rs275 ke recharge pe! Talktime ki validity 21din   sabhi calls ke liye manya. Balance ke liye dial karein *123*5#(muft). Offer 31-Jan tak.
6632,spam,Last year some Frankfinnians started with a salary of Rs 1.26 lacs pm. This year it could be U. For details   SMS FFN to 5616111
6633,spam,Rs250 ke recharge par Rs250 ka Full Talktime! Yeh talktime 30 din ke liye valid hai. Talktime sabhi Local   STD   ISD call ke liye manya.
6634,spam,Rs25 mein Rs25 ka full talktime! Recharge karte hi paayein Rs19.67 aur baki Rs5.33 ka talktime 48 ghante mein. Offer 28-Feb-11 tak manya.
6635,spam,Rs25 mein Rs25 ka full talktime! Recharge karte hi paayein Rs19.67 aur baki Rs5.33 ka talktime 48 ghante mein. Offer 22-Feb-11 tak manya.
6636,spam,Rs224 ke recharge par full talktime! Recharge par Rs203.08 aur Rs 20.92 ka talktime 48 ghante mein. Talktime 30 din ke liye calls par manya. Offer 5-Jan-11 tak
6637,spam,Rs224 ke recharge par full talktime! Recharge par Rs203.08 aur Rs 20.92 ka talktime 48 ghante mein. Talktime 30 din ke liye calls par manya. Offer 12-Jan-11 tak
6638,spam,Rs20 ke paper recharge mein full talktime. Talktime sabhi ISD   Local aur STD calls ke liye 2 din tak manya. Balance talktime jaanne ke liye dial karein *123*5#.
6639,spam,Rs153 ke recharge par full talktime! Recharge par Rs136.71 aur Rs 16.29 ka talktime 48 ghante mein. Talktime 30 din ke liye calls par manya. Offer 30-Nov-10 tak
6640,spam,Blackberry's New Launch Blackberry s new talk of the town! Want to know what's buzzing the gadget world? ^Yes/No All your replies to Blyk on Aircel are free. 
6641,spam,Rs153 ke recharge par full talktime! Recharge par Rs136.71 aur Rs 16.29 ka talktime 48 ghante mein. Talktime 30 din ke liye calls par manya. Offer 15-Dec-10 tak
6642,spam,Rs153 ke recharge par full talktime! Recharge par Rs136.71 aur Rs 16.29 ka talktime 48 ghante mein. Talktime 30 din ke liye calls par manya. Offer 10-Nov-10 tak
6643,spam,Rs111 ka Full talktime Rs111 ke recharge par! Yeh talktime Local  STD aur ISD calls ke liye 11 din tak manya hai. Balance ke liye call *123*5# (toll-free)
6644,spam,www.EaseMyTrip.in Lowest Fare Challenge Book Ticket 7 Days Advance and get upto 65% OFF USE PROMO CODE AIR345 TO SAVE UPTO Rs.1000/- on Air Ticket E
6645,spam,Rs1000/- off on Treatment for Hairloss  Skin disease  Asthma  Allergies  obesity etc.Homeopathy assures fast  safe cure.sms MEDI to 58888 NOW.
6646,spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9311-970-970
6647,spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9311-960-960
6648,spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9310-920-920
6649,spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9310-255-556
6650,spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9310-130-729
6651,spam,French Miss! Who won the French Open women s singles crown in 2008? 1) Maria Sharapova 2) Ana Ivanovic 3) Serena Williams ^1/2/3 Reply to get a video clip. 
6652,spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-744-744
6653,spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-677-677
6654,spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-522-522
6655,spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-471-471
6656,spam,www.EaseMyTrip.in
6657,spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-433-433
6658,spam,Rs 99 for 1 mth Aerobics Classes worth Rs 2000 @ Talents Dance Academy / Rs 50 for Gift Voucher worth Rs 500 at IamMyDesigner.com. Visit www.snapdeal.com
6659,spam,Rs 88 SMS pack ke recharge par paiyen poore 21000 Local & National  SMS (Max 700/day). Validity 30 days.
6660,spam,Rs 3101 off on latest 12.2 MP Kodak Digital Camera with 3X optical zoom. Sleek n Compact design   available in 3 attractive colours-Red   Black n White. Also get assured MYSTERY GIFTworth Rs5000.Offer open only to respondents of this message. For details sms SCAD to 52424.TnC apply
6661,spam,Rs 2999 for Unlimited IMFL & Food on Christmas for Couples @ RubyTuesday / Salon Care @ Rs 175 (Noida) / 94% on Alternative Therapies. Visit www.snapdeal.com
6662,spam,Eat Good  Feel Good! Don t feel like wasting your Sunday in the kitchen? Choose one of these tasty healthy salads: 1) Apple Chicken Salad 2) Corn Salad ^1/2 Reply to get the recipe.
6663,spam,Rs 299 for dark chocolates worth Rs 690 from Kanny Chocolates / Rs 349 for Massage   Facial & more worth Rs 4250 @ Looks Essencia. Visit www.snapdeal.com
6664,spam,Rs 250 for Dental Services worth Rs 2150 @ Dental Spa / 86% off Facials @ Eleganza/ Rs 165 for MoneySaverPrime Card worth Rs 2999. Visit www.snapdeal.com
6665,spam,Rs 165 for Unlimited Biryani @ Pure Punjabi / 83% off Strength Gym & Spa/ Rs 50 for 2 gift vouchers worth Rs 500 on Tradus.in. Visit www.snapdeal.com
6666,spam,Rs 165 for salon services @ Hair Craft / 97% off for 15 days @ Elemention Gym / Rs 1149 for Rafting Trip with Wanderlust worth Rs 2400. www.snapdeal.com
6667,spam,Rozana Gold jeetne ka mauka! Kismat aazmane ke liye bhejein WIN   58888 par (Rs3/SMS) aur aap jeet sakte hain Rs125000 tak ka Gold. Contest 20-Nov-09 tak manya.
6668,spam,Would you like to get free navigation forever and maps for 75 countries to your Nokia phone? Learn more and install now from www.nokia.mobi/maps/mn
6669,spam,row your Height 1- 4 inches. World Famous (JAPANI OKA Technology). 3 Months Money Back. Price only Rs.799/- Home Delivery. Call 9818543208 www.heighter.co
6670,spam,We are specialist in placing people in BPOs & hv al the major client.Hiring 4 collection/cce/tse 4 top 10 Bpos with good sal+inc.DAYSHIFT av.Tanvi/9953921288
6671,spam,Roti/Kapda/Ecovillage aur Car *Free Car wid flat in Ecovillage I  II&amp
6672,spam,Roti Kapda aur Eco Village Noida Extn*1BHK10.4Lacs al inclusve*2BHK14.5Lacs al inclusve*8min 4m Fortis/metro statn*Possesn20mths*Max disc Sms SHOME To 567670
6673,spam,Blyk Picks! They're funky  funny  and naughty! Here are some current Hindi tracks from Blyk's Top 'Tapori' song list...pick the one you want to listen to: 1) Chicken Fry Remix 2) Dhinka Chika 3) Bhaag D.K.Bose ^1/2/3 Reply with your option number to get a video clip.
6674,spam,Roti Kapda aur Eco Village Noida Extn *1BHK9.8Lacs al inclusve *2BHK14.5Lacs al inclusve *8min 4m Fortis/metro statn *Possesn15mths *Max disc Call:981867881
6675,spam,Roti   Kapda aur Eco Village-2 by Supertech Noida Extn. 1/2/3/4 BHK Appts Best Location   Best Price   Nimbus Realtors   sms (NIMBUS to 54545)
6676,spam,Roti   Kapda aur Eco Village-2 by Supertech Noida Extn. 1/2/3/4 BHK Appts Best Location   Best Price   Nimbus Realtors 7838359609  sms (NIMBUS to 54545)
6677,spam,ros Group presents New Residential Project *2/3 BHK @ Noida Ext from 16.34 lac onwards For Pre Booking Call N.S.Associates @931396069
6678,spam,ROPERTIES SELL & PURCHES PLOT FLAT KOTHIS Ansal A P I GOLF CITY LUCKNOW ANSAL U P S I D C TRONICA CITY LONI GRETAR NOIDA YAMUNA EXPRESSWY BEST INVESTMENT [ Please Contact Abhishek Kumar 9871025744 Future Properties 
6679,spam,roperties In Gurgaon IREO Victory Valley/2400-6000sqft/1.7-4Cr Unitech Exquisite/2400sqft/1.45Cr Unitech Harmony/1795sqft/1.1Cr Show Flat Ready 987378190
6680,spam,Worried about where to study?  US  UK  Canada  Germany or Singapore? SMS  EGE to 56161 for guidance by experts based in India and abroad.
6681,spam,rohini delhi-85.01147621151/52/53/54/58/60/61/ 9911103333 9911493333 9891063333 9990973333 9911523333 9911853333 9911573333
6682,spam,Rocking Offer.. Launching Soon. Get Inaugural discount of Rs.250/-on Premium Resi Project@Sec-112  Gurgaon Dwarka Xprsway. sms RH to 54999. www.rexhome.in
6683,spam,Roaming pe incoming 60p/min par   outgoing par 60% ki bachat sirf Rs99 mein. Aur Delhi se ki gayi local/STD 1p/sec par. Jaankari ke liye bhejiye ROAMING 121 pe.
6684,spam,Milestone Man! Which player holds the record of winning the most number of ATP World Tour Finals? 1) Pete Sampras 2) Roger Federer 3) Ivan Lendl ^1/ 2/ 3 Reply within 24 hrs to get a video FREE from Blyk on Aircel.
6685,spam,Shinning Stars Who shines brighter? 1)	Sonam Kapoor 2)	Aishwarya Rai ^1/2 All your interactions with Blyk on Aircel are free. 
6686,spam,ROAMING AT LOCAL RATES! Pay Enrollment Fee Rs98 to Retailer-Get OG Roaming rates A2A-60p  A2O-80p & IC-60p for 1Yr.Rates in Home network:all A2A 50p & A2O 60p
6687,spam,rn. for more detail call me now.9910250794 and get wonderful kit and gift.
6688,spam,RMS Group presents Luxury Living & Quality Lifestyle   from Rs.21L SIGNATURE RESIDENCY Tronica City  12km from DU Metro  2/3/4 BHK with Club  Swim &Gym  M-7838222305
6689,spam,RK Singh from Agra had won Mobile Phone in last match. U could also be the one winning an iPod today. Dial 544333 (49Rs/Mnt)
6690,spam,RIVER VIEW VILLAS&LUXURIOUS 1/2/3 BHK APPRTMNTS WID WORLD CLASS AMMENITIES IN HERITAGE AREA OF NORTH GOA.READY TO MOVE IN. Sms BIL to 54545 WWW.BULLIONLTD.COM
6691,spam,RIVER VIEW VILLAS & LUXURIUS 1/2/3 BHK APPARTTS WID WORLD CLASS AMMENITIES IN HERITAGE AREA OF NORTH GOA.READY TO MOVE IN. SMS BIL TO 54545 WWW.BULLIONLTD.COM
6692,spam,RituWears brings Rakhi Special Offers   flat 50% off on Home section and many Apparels   DINNER SET 28 pcs Rs.999/- only   Offers valid till 24/8/10. T&C apply.
6693,spam,Worried about Aptitude Test and GD/PI for Campus Placement? Register for Campus Express. New Batch starting soon. CAREER LAUNCHER. Ph.:0281-2585573 99983180005
6694,spam,Rising Star: Rohit Ferro (NSE/BSE) CMP 50 TRGT 80+  EPS 8  PE 6  Dividend 5%. Stock ready to soar. We recommend BUY with a SL 46
6695,spam,Rishte hote hai khass   janne in rishto k piche ka razz .Sms FLAMES <ur name> <ur frnds name> to 53536.Chrgs Rs 3/sms. Reliance
6696,spam,Europe s Best Which team has won the Europa League (previously called the UEFA Cup) this season? 1) FC Porto 2) Tottenham Hotspur 3) Ajax  Amsterdam ^1/2/3 All your replies to Blyk on Aircel are always free. 
6697,spam,ring home the funny and action filled Disney DVD of G-Force. Available in stores now. For a 20% discount and free home delivery call up 022-6799-679
6698,spam,rime residence plots on Yamuna x-way in world class township.153/207sqyd fm 23.5lac on DP.Bkng 2lac. Near intl racing track. Ltd available. SMS IA to 5616
6699,spam,riginal Booking - AFFORDABLE Apartments in GURGAON.Budget Rs. 60 Lacs to Rs 1 CR.Various Options Available.Reputed Builders.3 Yrs Possession.Call 8800418896
6700,spam,RICKET&CRICKET. Dial *567*877# and get updates for all INDIA & international matches. Pay only for match days. Rs5/day for oneday&T20 and Rs3/Test match da
6701,spam,Revise your income tax return the easy way Vidya Balan avoids sleeveless tops for The Dirty Picture For more news visit www.oneindia.in
6702,spam,Retail Shop& Off Space Available On Golf Course Extn Rd Sec70A GURGAON 2Km from NH8 Metro Connectivity Extensive Landscaping wd Water Bodies SMS GMR TO 56161
6703,spam,Retail Shop& Off Space Available On Golf Course Extn Rd Sec70A GGN 2 Km From NH8 Metro Connectivity Extensive Landscaping wd Water Bodies. sms AC to 53456
6704,spam,Retail shop Rs 21.5Lac
6705,spam,WORLD-CUP BONANZA! Get Airtel digitalTV with FREE Home Delivery & Installation +4 Month Subscription +Rs250 Cashback @ONLY Rs1590! Reply DTH for more info
6706,spam,Residential plots in DADRI ROAD  near Exp way @ Only Rs.18000/sq.yd.Sizes 100 sq.yd onwards. Ltd plots available. For query. Call@:- 9582969635
6707,spam,Re-Style Bored of your old shoes? Choose how you want to re-style them: 1) Paint Art 2) Funky Laces 3) Buckles ^1/2/3  Reply to get some re-styling tips.
6708,spam,RESIDENTIAL PLOTS @ 15 LACS onwards -on Yamuna X-Way NOIDA -Near Formula 1 Racing Track & Night Safari -Interst Free Instalmnts SMS INV to 56677
6709,spam,Residential plot allotment in New Moradabad Nearby Holiday Regency 5* Hotal  plots size 90 112 162 200 300 351 400sq.mtr  rate 5000@sq.mtr call on 9540953305
6710,spam,Residential plot allotment in New Moradabad Nearby Holiday Regency 5* Hotal  plots size 90 112 162 200 300 351 400sq.mtr  rate 5000@sq.mtr call on 9540953304
6711,spam,Residential Plot @ Rs.330/sqft   Villa @ Rs.12lac   Flats @ Rs.18lac. Gated Amenities. Contact:080 40593333   9620873563 and 9035353999. www.nbrdevelopers.com
6712,spam,Required:Confident & Skilled TELECALLERS-40 for AVIS INFOTECH in West Patel Nagar Opp metro pillar 229 Sal:Rs7000-12000 +Incentives Call 4 Job: 9654984987
6713,spam,Required CALLERS PROCESS: 1.Inbound: Good Comp Skills-40 2.Sales: Min 6mth Exp-90 in Kirti Ngr   Nr Metro Station SALARY: 5-6K +Incentive Call: 9899212515
6714,spam,Requested service has been activated on your number. Since your phone does not support download of settings   pls call 12118 for help on manual configuration of settings
6715,spam,Request timed out. Code=934 Tid=020003436559
6716,spam,Request timed out. Code=934 Tid=020003436080
6717,spam,World cup Special !!! Listen to latest cricket score of ongoing match when U call someone. Dial *646*444# and activate Cricket Mytunes now!!! Charges apply.
6718,spam,It s Never Too Late! Want to know the age of the world s oldest newlyweds? ^Yes/No Your replies to Blyk on Aircel are always free. 
6719,spam,Req.CCE/Sr CCE 10+2/Grad/Fresher/Intl.Exp UK Survey with good Eng & Comm Skills 11-20k+ upto 20k Cash Inctv Walk-in@D-67  Okhla Phase-I #40523080 9958677109
6720,spam,Reputed Vehicle Security Company requires 100+ marketing agents in Delhi/NCR. 10k/mth +Incentives   apply now send your updated resume at hr@phoenixsecure.in
6721,spam,Reply with your year of birth to know your Chinese horoscope. e.g. 1980 ^Your Year of Birth All your replies to Blyk on Aircel are free.
6722,spam,Repairs Car Scratches Like Magic for any color car!Make your car shine again. As Seen on TV.MRP 2400/- Offer price 990/- only. sms ANAND 53 to 5757576
6723,spam,Repairs Car Scratches Like Magic for any color car! Make your car shine again. As Seen on TV. MRP 2400/- Offer price 990/- sms ANAND 64 to 5757576
6724,spam,Rental  Helpline  9999991155 1000-100  000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155
6725,spam,Remove Ur Car Scratches Within Minute! With MAGIC CAR SCRATCH REMOVER PEN (Any Car/Any Colour) As Seen on TV Rs.2400 Offer Price 599 Booking Sms: MAGIC to 56767
6726,spam,Reliance Laya Hai Apke Liye Special Callertune Chunne Ka Mauka    Bas Dial Karein 9312000123  Bilkul Free.Reliance
6727,spam,RELIANCE HI-SPEED DATACARD Rs.1599 UNLIMITED PLAN @750 PAY Rs.149 & GET LAPTOP BAG + 6GIFT CALL - 9381760004 www.netclubindia.com
6728,spam,Reliance Datacard @1599 UNLIMITED PLAN@750 PAY RS.149 & GET LAPTOP BAG + 6GIFT CALL-9382222111 www.netclubindia.com
6729,spam,Christmas Destinations Want to celebrate Christmas at one of the best destinations in the world? Choose a location that suits your budget. 1) Europe 2) India 3) Asia ^1/2/3 All your replies to Blyk on Aircel are free.
6730,spam,World Cup Promo only for U!E-Rech Rs305 &Get FULL TT Rs305 Also FREE LocR-R min equal to next days Highest Batsman Score(Credit in 72 Hrs  valid 5day).Reliance
6731,spam,Reliance 2G datacard in 1500/-speed upto   3.1mbps  Unlimited downloading plan   available & 3G datacard in 2500/-speed upto   7.2 mbps pls call-8826000951
6732,spam,Relax & Rejuvenate with fish therapy at HAPPY FEET   Rs 199 for Rs 400 worth of Pedicure & Manicure. To get the deal   visit www.snapdeal.com
6733,spam,Relatives Visiting? Take them sight seeing in a comfortable cab.  Call Meru on 44224422 or log on to www.merucabs.com - Meru Cabs   Delhi
6734,spam,Registration open for CA-CPT classes for June attempt at M.K.GUPTA CA CLASSES. Classes at RaniBagh & LaxmiNagar. Book ur seat before u r late. Call 9811429230
6735,spam,Register for Tata Indicom Extra account to avoid buying Wi-Fi card every time you travel. To register logon to www.tataindicomwifi.in now.
6736,spam,Refer to Pg 2 of todays Hindustan Times UNIVERSAL GROUP launches shops in MARKET SQUARE at Golf Course Extn Road  Gurgaon Vishal Batra Investments 9810193057
6737,spam,REE Reebok Classic White formal Men Shirt MRP Rs 1599 for members.Just pay Rs 499 as delivery charges.To Order SMS TRMS to 567678. TnC appl
6738,spam,REE PoloClub watch for 500 earlybirds spending Rs 2000+ on HDFCBank DebitCard in a week.Week starts every Thu.Win every week till 30Sep.T&
6739,spam,REE opening & Lower brokerage on Sharekhan's Trading & Demat a/c. Valid on all AMC plans. sms SK to 56070 for more T&C Appl
6740,spam,A British Landmark What is the name of the Formula One circuit that hosts the British Grand Prix? 1) Silverstone 2) Monza 3) Interlagos ^1/2/3 Reply to get a video clip.
6741,spam,ree offer on m.facebook.com is only till 31-Aug-10. With effect from 1-Sep-10 you will be charged at 30paise/20KB for browsing m.facebook.com
6742,spam,Your wait is over! Releasing limited Golf Plots on X-way by reputed developer. 150sqyd onward. For priority booking sms WA to 56677
6743,spam,World Cup OFFER!Aaj Rechg karein Rs305 aur payein Rs305 ka TT(Core TT:274.52) + kal sbse adhik balebaz k score jitna free Loc R-R  min jiski Vldty5din.Relianc
6744,spam,ree gifts wrth Rs 9929 on Whirlpool Purefresh Water RO Purifier.Buy at Rs13999only.Certified by Water Quality Association of USA.SMS PEBC to 52424.TnC appl
6745,spam,REE GIFT worth Rs.440 waiting for you! SAVE the Free internet settings you receive and download content of Rs.440 TOTALLY FREE.Only for new Idea Fresh users
6746,spam,REE Gift this festive season fr members.Get FREE BENETTON WRIST WATCH MRP2600.Only pay Rs499 handling charges on delivery.To claim sms TWCH to 567678.TnC appl
6747,spam,REE Gift this festive season fr members.Get FREE BENETTON WRIST WATCH MRP2600.Only pay Rs499 handling charges on delivery.To claim sms TWCH to 53636.TnC appl
6748,spam,REE Gift for members only! Get FREE BENETTON WRIST WATCH MRP2600.Only pay Rs499 handling charges on delivery.To claim sms TWCH to 53636.TnC appl
6749,spam,REE Drinks of Rs 2000 & 1Yr Membership of top 14 Resto-Bar of Delhi NCR & Get Discount 50%Drink+20% on Food Just 1999 to get Detail sms DNDC to 5303
6750,spam,REE Designer SATYA PAUL Mens leather Wallet MRP Rs 1295 for members. Just pay Rs 399 as delivery charges. To Claim ur gift sms TSM to 567678. TnC appl
6751,spam,Which Superhero? Check out the attached pic- can you guess which popular DC Comic superhero wears this symbol? 1) Superman 2) Batman 3) Green Lantern ^1/2/3 All your interactions to Blyk on Aircel are free.
6752,spam,REE 3 Encyclopedia Britannica CD-ROMs set MRP Rs 1197. Just pay Rs 399 as handling charges on Gift Delivery.To Claim ur gift sms EBC to 53636.TnC appl
6753,spam,Reduce Upto 6 Kgs in 30 Days with *ORIGINAL SAUNA SLIM BELT* MRP 1499 Com Direct Price 750 Book today & Get Acupressure Mat Free! For Booking Sms: SLIM to 57333
6754,spam,Reduce Upto 5Kgsin Just 4 Weeks!with New 3 in 1SUANA SLIM BELTMRP.2499Com Direct Price 999+ 300 worthPocket GYM Rope FREEFor Booking Sms:SLIM  to 57333
6755,spam,World Cup me baki bas 12 din! Har Matche ka Romanch Boundary ho ya Six payen score alerts aapke mobile par sirf Rs5/day me! Dial Karen *567*877# (Toll Free)
6756,spam,Reduce Fat(8 inch)use*VIBRATION BELT(Rs.999) SAUNA SLIM BELT(Rs.650) NCR(Rs.50 More)+Free Yoko For Delivery Ph;9717268132/9311311973
6757,spam,Rediscover the deeper meaning of life and the means to attain true peace. Understand the essence of being a true Sikh. Sms JOIN GURUBANI to 09219592195
6758,spam,Recruitment open in LIC. Earn Full time part time Service class   business man   house wife   student   retired person may earn 5000 to 50000/month.Call-9211235600
6759,spam,Recharge your MTS Data card connection at the convenience of your doorstep! To order call 9143900014/15/16 or Recharge online www.mtsindia.in/recharge.html
6760,spam,Recharge with Rs47 and get 500 Local/National SMS/day for 30 days
6761,spam,Recharge with Rs12  get Rs8.9 TALKTIME instantly PLUS make All Local calls at only 30p/min for 30 days between 11pm and 6pm! Tariff benefit in 48hrs of Recharge!
6762,spam,Friday Releases Some fun movies releasing this Friday in cinemas...pick an option: 1) Pyaar Ka Punchnama 2) 404 3) Pirates Of The Caribbean ^1/2/3 Reply to get a photo/video clip and synopsis.
